1.2,0,42.83812795
2.4,0,42.83812795
3.6,0,42.83812795
4.8,0,42.83812795
6,0,42.83812795
7.2,0,42.83812795
8.4,0,42.83812795
9.6,0,42.83812795
10.8,500,43.02146844
12,500,43.34907686
13.2,500,43.39416058
14.4,500,43.2589094
15.6,500,43.36410477
16.8,500,43.0936024
18,500,43.27393731
19.2,500,43.27393731
20.4,500,43.04851868
21.6,500,43.60455131
22.8,500,43.64963504
24,500,43.78488622
25.2,500,43.9201374
26.4,500,43.84499785
27.6,500,43.82996994
28.8,500,44.11550021
30,500,43.99527694
31.2,500,44.44611421
32.4,500,44.49119794
33.6,500,44.53628167
34.8,500,44.64147703
36,500,44.7617003
37.2,500,45.0923143
38.4,500,45.18248175
39.6,500,45.33276084
40.8,500,45.36281666
42,500,45.48303993
43.2,500,30.59038214
44.4,500,45.61829111
45.6,500,45.88879347
46.8,500,45.79862602
48,500,46.32460283
49.2,500,46.35465865
50.4,500,46.36968656
51.6,500,46.5951052
52.8,500,46.58007729
54,500,46.91069128
55.2,500,46.97080292
56.4,500,31.71747531
57.6,500,32.1983684
58.8,500,47.19622155
60,500,47.33147274
61.2,500,47.49677973
62.4,500,47.42164019
63.6,500,47.7672821
64.8,500,47.82739373
66,500,47.84242164
67.2,500,48.112924
68.4,500,48.20309146
69.6,500,48.32331473
70.8,500,48.41348218
72,500,48.45856591
73.2,500,48.54873336
74.4,500,48.63890082
75.6,500,48.83426363
76.8,500,48.96951481
78,500,48.98454272
79.2,500,49.27007299
80.4,500,49.34521254
81.6,500,49.30012881
82.8,500,49.40532417
84,500,49.40532417
85.2,500,49.6157149
86.4,500,49.69085444
87.6,500,49.81107772
88.8,500,49.82610562
90,500,49.93130099
91.2,500,50.1266638
92.4,500,50.17174753
93.6,500,50.2919708
94.8,500,50.06655217
96,500,50.41219407
97.2,500,50.33705453
98.4,500,50.57750107
99.6,500,50.38213826
100.8,500,50.7878918
102,500,51.08844998
103.2,500,50.98325462
104.4,500,51.05839416
105.6,500,36.01545728
106.8,500,51.20867325
108,500,51.31386861
109.2,500,51.53928725
110.4,500,51.38900816
111.6,500,51.43409188
112.8,500,51.85487334
114,500,51.82481752
115.2,500,51.88492915
116.4,500,51.55431516
117.6,500,51.52425934
118.8,500,25.06011164
120,500,51.97509661
121.2,500,52.17045942
122.4,500,52.09531988
123.6,500,52.33576642
124.8,500,52.06526406
126,500,52.2906827
127.2,500,52.57621297
128.4,500,52.68140833
129.6,500,52.57621297
130.8,500,52.68140833
132,500,52.83168742
133.2,500,52.90682696
134.4,500,53.08716187
135.6,500,53.11721769
136.8,500,53.19235723
138,500,53.07213396
139.2,500,52.92185487
140.4,500,53.22241305
141.6,500,53.32760842
142.8,500,53.53799914
144,500,53.41777587
145.2,500,53.67325032
146.4,500,53.74838987
147.6,500,53.71833405
148.8,500,53.86861314
150,500,53.6281666
151.2,500,53.86861314
152.4,500,54.12408759
153.6,500,53.94375268
154.8,500,54.15414341
156,500,54.07900386
157.2,500,54.15414341
158.4,500,39.18634607
159.6,500,54.31945041
160.8,500,54.4697295
162,500,54.33447832
163.2,500,54.40961786
164.4,500,54.66509231
165.6,500,54.57492486
166.8,500,54.60498068
168,500,54.77028768
169.2,500,54.95062258
170.4,500,25.10519536
171.6,500,25.06011164
172.8,500,54.74023186
174,500,54.71017604
175.2,500,55.02576213
176.4,500,55.65693431
177.6,500,55.16101331
178.8,500,55.11592958
180,500,55.20609704
181.2,500,55.49162731
182.4,500,55.4765994
183.6,500,55.38643195
184.8,500,55.4765994
186,500,55.61185058
187.2,500,55.67196222
188.4,500,55.70201803
189.6,500,56.21296694
190.8,500,55.83726921
192,500,55.79218549
193.2,500,55.91240876
194.4,500,55.9875483
195.6,500,56.16788321
196.8,500,56.06268785
198,500,56.18291112
199.2,500,55.9725204
200.4,500,56.13782739
201.6,500,56.16788321
202.8,500,56.25805067
204,500,56.34821812
205.2,500,56.27307857
206.4,500,56.39330185
207.6,500,56.45341348
208.8,500,56.72391584
210,500,56.75397166
211.2,500,56.67883212
212.4,500,56.75397166
213.6,500,56.8140833
214.8,500,56.76899957
216,500,56.76899957
217.2,500,57.00944611
218.4,500,56.90425075
219.6,500,57.11464148
