220.8,500,57.20480893
222,500,57.1597252
223.2,500,57.09961357
224.4,500,57.14469729
225.6,500,57.31000429
226.8,500,57.34006011
228,500,57.41519966
229.2,500,57.38514384
230.4,500,57.37011593
231.6,500,57.4903392
232.8,500,57.47531129
234,500,57.6556462
235.2,500,57.71575784
236.4,500,57.71575784
237.6,500,57.77586947
238.8,500,57.76084156
240,500,57.97123229
241.2,500,57.95620438
242.4,500,58.00128811
243.6,500,57.77586947
244.8,500,57.89609274
246,500,58.09145556
247.2,500,58.10648347
248.4,500,58.03134392
249.6,500,58.22670674
250.8,500,58.16659511
252,500,58.03134392
253.2,500,58.97810219
254.4,500,58.28681838
255.6,500,58.36195792
256.8,500,58.40704165
258,500,58.55732074
259.2,500,58.51223701
260.4,500,58.54229283
261.6,500,58.67754401
262.8,500,58.57234865
264,500,58.76771146
265.2,500,58.75268356
266.4,500,58.93301846
267.6,500,58.93301846
268.8,500,58.88793474
270,500,58.88793474
271.2,500,25.78145127
272.4,500,59.08329755
273.6,500,34.75311292
274.8,500,58.88793474
276,500,58.9931301
277.2,500,58.93301846
278.4,500,59.05324173
279.6,500,60
280.8,500,59.18849292
282,500,59.03821383
283.2,500,59.08329755
284.4,500,59.3237441
285.6,500,59.02318592
286.8,500,59.05324173
288,500,59.06826964
289.2,500,58.9931301
290.4,500,59.06826964
291.6,500,58.9931301
292.8,500,58.88793474
294,500,59.20352082
295.2,500,59.20352082
296.4,500,59.06826964
297.6,500,59.02318592
298.8,500,59.1584371
300,500,59.05324173
301.2,500,59.09832546
302.4,500,58.97810219
303.6,500,59.09832546
304.8,500,59.17346501
306,500,59.20352082
307.2,500,58.97810219
308.4,500,59.1584371
309.6,500,58.76771146
310.8,500,59.06826964
312,500,28.90725633
313.2,500,59.11335337
314.4,500,59.1584371
315.6,500,59.12838128
316.8,500,59.03821383
318,500,59.12838128
319.2,500,59.09832546
320.4,500,59.00815801
321.6,500,59.23357664
322.8,500,59.02318592
324,500,59.21854873
325.2,500,59.06826964
326.4,500,59.1584371
327.6,500,59.20352082
328.8,500,59.27866037
330,500,59.05324173
331.2,500,59.08329755
332.4,500,59.06826964
333.6,500,59.00815801
334.8,500,59.06826964
336,500,59.20352082
337.2,500,59.06826964
338.4,500,59.09832546
339.6,500,59.18849292
340.8,500,59.1584371
342,500,59.08329755
343.2,500,58.91799055
344.4,500,59.12838128
345.6,500,59.24860455
346.8,500,59.09832546
348,500,59.03821383
349.2,500,59.1584371
350.4,500,29.0274796
351.6,500,59.08329755
352.8,500,59.1584371
354,500,59.18849292
355.2,500,59.08329755
356.4,500,59.24860455
357.6,500,59.1584371
358.8,500,59.11335337
360,500,59.12838128
361.2,500,59.1584371
362.4,500,59.21854873
363.6,500,29.07256333
364.8,500,59.1584371
366,500,59.20352082
367.2,500,59.20352082
368.4,500,59.20352082
369.6,500,59.12838128
370.8,500,59.12838128
372,500,59.09832546
373.2,500,59.27866037
374.4,500,59.18849292
375.6,500,59.26363246
376.8,500,59.20352082
378,500,59.06826964
379.2,500,59.29368828
380.4,500,59.21854873
381.6,500,59.23357664
382.8,500,59.08329755
384,500,59.09832546
385.2,500,59.1584371
386.4,500,59.21854873
387.6,500,59.14340919
388.8,500,59.20352082
390,500,59.18849292
391.2,500,59.27866037
392.4,500,59.17346501
393.6,500,59.03821383
394.8,500,59.24860455
396,500,59.11335337
397.2,500,59.24860455
398.4,500,59.20352082
399.6,500,59.12838128
400.8,500,59.35379991
402,500,59.05324173
403.2,500,59.27866037
404.4,500,59.21854873
405.6,500,59.14340919
406.8,500,59.30871619
408,500,59.3237441
409.2,500,59.21854873
410.4,500,59.30871619
411.6,500,59.18849292
412.8,500,59.17346501
414,500,59.24860455
415.2,500,59.27866037
416.4,500,59.24860455
417.6,500,59.20352082
418.8,500,59.24860455
420,500,59.14340919
421.2,500,59.17346501
422.4,500,59.1584371
423.6,500,59.51910691
424.8,500,59.57921855
426,500,59.3237441
427.2,500,59.12838128
428.4,500,59.27866037
429.6,500,59.36882782
430.8,500,59.3237441
432,500,59.1584371
433.2,500,59.23357664
434.4,500,59.1584371
435.6,500,59.24860455
436.8,500,59.1584371
438,500,59.27866037
439.2,500,59.30871619
440.4,500,59.23357664
441.6,500,59.35379991
442.8,500,59.38385573
444,500,58.85787892
445.2,500,59.08329755
446.4,500,59.21854873
447.6,500,59.18849292
448.8,500,59.29368828
450,500,59.26363246
451.2,500,59.30871619
452.4,500,59.06826964
453.6,500,59.29368828
454.8,500,59.20352082
456,500,59.1584371
457.2,500,59.39888364
458.4,500,59.39888364
459.6,500,59.21854873
460.8,500,59.44396737
462,500,59.24860455
463.2,500,59.27866037
464.4,500,59.21854873
465.6,500,59.29368828
466.8,500,59.23357664
468,500,59.3237441
469.2,500,59.11335337
470.4,500,59.41391155
471.6,500,59.29368828
472.8,500,59.17346501
474,500,59.17346501
475.2,500,59.27866037
476.4,500,59.23357664
477.6,500,34.75311292
478.8,500,59.21854873
480,500,59.3237441
481.2,500,59.27866037
482.4,500,59.3237441
483.6,500,59.24860455
484.8,500,59.11335337
486,500,59.27866037
487.2,500,59.3237441
488.4,500,59.30871619
489.6,500,59.33877201
490.8,500,59.30871619
492,500,59.36882782
493.2,500,59.38385573
494.4,500,59.33877201
495.6,500,59.45899528
496.8,500,59.3237441
498,500,59.27866037
499.2,500,59.35379991
500.4,500,59.24860455
501.6,500,59.24860455
502.8,500,29.28295406
504,500,59.23357664
505.2,500,59.42893946
506.4,500,59.36882782
507.6,500,59.21854873
508.8,500,59.21854873
510,500,59.26363246
511.2,500,59.33877201
512.4,500,59.35379991
513.6,500,59.44396737
514.8,500,59.33877201
516,500,59.42893946
517.2,500,59.23357664
518.4,500,59.30871619
519.6,500,59.41391155
520.8,500,59.36882782
522,500,59.35379991
523.2,500,59.42893946
524.4,500,59.48905109
525.6,500,59.47402319
526.8,500,59.45899528
528,500,34.75311292
529.2,500,59.33877201
530.4,500,59.21854873
531.6,500,59.30871619
532.8,500,59.33877201
534,500,59.41391155
535.2,500,59.48905109
536.4,500,59.36882782
537.6,500,59.42893946
538.8,500,59.44396737
540,500,59.1584371
541.2,500,59.39888364
542.4,500,59.20352082
543.6,500,59.57921855
544.8,500,59.26363246
546,500,59.27866037
547.2,500,59.30871619
548.4,500,59.41391155
549.6,500,59.504079
550.8,500,59.35379991
552,500,30.47015887
553.2,500,59.29368828
554.4,500,59.21854873
555.6,500,59.44396737
556.8,500,59.33877201
558,500,59.47402319
559.2,500,59.3237441
560.4,500,59.24860455
561.6,500,59.24860455
562.8,500,59.3237441
564,500,59.29368828
565.2,500,59.3237441
566.4,500,59.47402319
567.6,500,59.42893946
568.8,500,59.3237441
570,500,59.54916273
571.2,500,59.26363246
572.4,500,59.57921855
573.6,500,59.24860455
574.8,500,59.36882782
576,500,59.35379991
577.2,500,59.35379991
578.4,500,59.44396737
579.6,500,59.39888364
580.8,500,59.39888364
582,500,59.27866037
583.2,500,59.47402319
584.4,500,59.41391155
585.6,500,59.35379991
586.8,500,59.65435809
588,500,59.41391155
589.2,500,59.45899528
590.4,500,59.38385573
591.6,500,59.48905109
592.8,500,59.48905109
594,500,59.45899528
595.2,500,59.504079
596.4,500,59.30871619
597.6,500,59.36882782
598.8,500,59.42893946
600,500,59.3237441
601.2,500,58.97810219
602.4,500,59.44396737
603.6,500,59.35379991
604.8,500,59.63933018
606,500,59.36882782
607.2,500,59.39888364
608.4,500,59.78960927
609.6,500,59.29368828
610.8,500,59.69944182
612,500,59.33877201
613.2,500,59.30871619
614.4,500,59.38385573
615.6,500,59.48905109
616.8,500,29.32803778
618,500,59.47402319
619.2,500,59.47402319
